DIA,COD_POST_ADRE,CONSUM,YEAR,MONTH,DAY,Desc_Mes,Temperatura,Sector_Economic,Valor
2021-04-26,8030,5499,2021,4,26,Abril,12.9,Serveis,434943
2021-04-01,8038,576,2021,4,1,Abril,12.9,Serveis,230069
2021-04-11,8006,361,2021,4,11,Abril,12.9,Serveis,169570
2021-04-16,8034,1393,2021,4,16,Abril,12.9,Serveis,312593
2021-04-18,8011,410,2021,4,18,Abril,12.9,Serveis,66701
2021-04-13,8031,742,2021,4,13,Abril,12.9,Serveis,67251
2021-04-26,8018,583,2021,4,26,Abril,12.9,Serveis,329028
2021-04-12,8016,56623,2021,4,12,Abril,12.9,Serveis,132678
2021-04-30,8012,256,2021,4,30,Abril,12.9,Serveis,104296
2021-04-27,8021,502,2021,4,27,Abril,12.9,Serveis,182751
2021-04-10,8012,279,2021,4,10,Abril,12.9,Serveis,90151
2021-04-02,8040,7757,2021,4,2,Abril,12.9,Serveis,442597
2021-04-14,8025,438,2021,4,14,Abril,12.9,Serveis,253984
2021-04-27,8007,562,2021,4,27,Abril,12.9,Serveis,359646
2021-04-24,8024,449,2021,4,24,Abril,12.9,Serveis,106185
2021-04-22,8008,648,2021,4,22,Abril,12.9,Serveis,133888
2021-04-12,8022,777,2021,4,12,Abril,12.9,Serveis,148891
2021-04-17,8013,442,2021,4,17,Abril,12.9,Serveis,144063
2021-04-21,8011,304,2021,4,21,Abril,12.9,Serveis,92592
2021-04-13,8005,539,2021,4,13,Abril,12.9,Serveis,254368
2021-04-04,8015,342,2021,4,4,Abril,12.9,Serveis,187419
2021-04-24,8014,416,2021,4,24,Abril,12.9,Serveis,229647
2021-04-03,8028,454,2021,4,3,Abril,12.9,Serveis,377531
2021-04-30,8033,11128,2021,4,30,Abril,12.9,Serveis,43951
2021-04-12,8037,371,2021,4,12,Abril,12.9,Serveis,96639
2021-04-13,8033,9079,2021,4,13,Abril,12.9,Serveis,42494
2021-04-30,8005,653,2021,4,30,Abril,12.9,Serveis,251505
2021-04-29,8002,532,2021,4,29,Abril,12.9,Serveis,366265
2021-04-27,8023,626,2021,4,27,Abril,12.9,Serveis,132015
2021-04-06,8012,234,2021,4,6,Abril,12.9,Serveis,99542
2021-04-04,8001,502,2021,4,4,Abril,12.9,Serveis,139249
2021-04-03,8018,361,2021,4,3,Abril,12.9,Serveis,274393
2021-04-22,8040,17671,2021,4,22,Abril,12.9,Serveis,589421
2021-04-08,8023,564,2021,4,8,Abril,12.9,Serveis,133634
2021-04-24,8007,881,2021,4,24,Abril,12.9,Serveis,301228
2021-04-10,8021,527,2021,4,10,Abril,12.9,Serveis,141734
2021-04-23,8018,655,2021,4,23,Abril,12.9,Serveis,328919
2021-04-03,8019,556,2021,4,3,Abril,12.9,Serveis,127424
2021-04-12,8009,499,2021,4,12,Abril,12.9,Serveis,116988
2021-04-02,8007,708,2021,4,2,Abril,12.9,Serveis,270392
2021-04-25,8040,9606,2021,4,25,Abril,12.9,Serveis,399087
2021-04-27,8015,413,2021,4,27,Abril,12.9,Serveis,258822
2021-04-29,8032,282,2021,4,29,Abril,12.9,Serveis,64477
2021-04-17,8004,468,2021,4,17,Abril,12.9,Serveis,137828
2021-04-26,8035,1083,2021,4,26,Abril,12.9,Serveis,313901
2021-04-09,8040,9442,2021,4,9,Abril,12.9,Serveis,556921
2021-04-16,8009,505,2021,4,16,Abril,12.9,Serveis,116309
2021-04-29,8041,562,2021,4,29,Abril,12.9,Serveis,93103
2021-04-24,8039,11344,2021,4,24,Abril,12.9,Serveis,173637
2021-04-03,8035,793,2021,4,3,Abril,12.9,Serveis,268391
2021-04-12,8006,388,2021,4,12,Abril,12.9,Serveis,247155
2021-04-09,8021,673,2021,4,9,Abril,12.9,Serveis,182994
