"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nacionalitat","Nombre"
2021,10,"Sant Martí",65,"el Clot","Dones","Resta països d'Europa",68
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Resta països d'Europa",76
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Resta països d'Europa",68
2021,10,"Sant Martí",68,"el Poblenou","Dones","Resta països d'Europa",166
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Resta països d'Europa",67
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Resta països d'Europa",41
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Resta països d'Europa",66
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Resta països d'Europa",36
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Resta països d'Europa",48
2021,1,"Ciutat Vella",1,"el Raval","Dones","Marroc, el",609
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Marroc, el",86
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Marroc, el",289
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Marroc, el",13
2021,2,"Eixample",5,"el Fort Pienc","Dones","Marroc, el",169
2021,2,"Eixample",6,"la Sagrada Família","Dones","Marroc, el",37
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Marroc, el",104
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Marroc, el",69
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Marroc, el",90
2021,2,"Eixample",10,"Sant Antoni","Dones","Marroc, el",223
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Marroc, el",56
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Marroc, el",239
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Marroc, el",48
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Marroc, el",21
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Marroc, el",2
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Marroc, el",28
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Marroc, el",7
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Marroc, el",26
2021,4,"Les Corts",19,"les Corts","Dones","Marroc, el",50
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Marroc, el",39
2021,4,"Les Corts",21,"Pedralbes","Dones","Marroc, el",28
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Marroc, el",25
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Marroc, el",134
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Marroc, el",19
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Marroc, el",114
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Marroc, el",60
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Marroc, el",58
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Marroc, el",26
2021,6,"Gràcia",29,"el Coll","Dones","Marroc, el",109
2021,6,"Gràcia",30,"la Salut","Dones","Marroc, el",7
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Marroc, el",145
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Marroc, el",49
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Marroc, el",16
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Marroc, el",192
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Marroc, el",13
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Marroc, el",5
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Marroc, el",1
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Marroc, el",87
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Marroc, el",50
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Marroc, el",137
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Marroc, el",113
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Marroc, el",21
2021,7,"Horta-Guinardó",43,"Horta","Dones","Marroc, el",40
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Marroc, el",8
2021,8,"Nou Barris",45,"Porta","Dones","Marroc, el",95
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Marroc, el",115
2021,8,"Nou Barris",47,"Can Peguera","Dones","Marroc, el",72
2021,8,"Nou Barris",48,"la Guineueta","Dones","Marroc, el",101
2021,8,"Nou Barris",49,"Canyelles","Dones","Marroc, el",56
2021,8,"Nou Barris",50,"les Roquetes","Dones","Marroc, el",57
2021,8,"Nou Barris",51,"Verdun","Dones","Marroc, el",218
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Marroc, el",13
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Marroc, el",252
2021,8,"Nou Barris",54,"Torre Baró","Dones","Marroc, el",30
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Marroc, el",85
2021,8,"Nou Barris",56,"Vallbona","Dones","Marroc, el",109
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Marroc, el",125
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Marroc, el",66
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Marroc, el",44
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Marroc, el",57
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Marroc, el",137
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Marroc, el",113
2021,9,"Sant Andreu",63,"Navas","Dones","Marroc, el",81
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Marroc, el",11
2021,10,"Sant Martí",65,"el Clot","Dones","Marroc, el",64
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Marroc, el",31
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Marroc, el",94
2021,10,"Sant Martí",68,"el Poblenou","Dones","Marroc, el",277
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Marroc, el",93
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Marroc, el",49
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Marroc, el",78
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Marroc, el",82
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Marroc, el",93
2021,1,"Ciutat Vella",1,"el Raval","Dones","Algèria",43
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Algèria",12
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Algèria",31
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Algèria",4
2021,2,"Eixample",5,"el Fort Pienc","Dones","Algèria",15
2021,2,"Eixample",6,"la Sagrada Família","Dones","Algèria",4
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Algèria",15
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Algèria",3
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Algèria",9
2021,2,"Eixample",10,"Sant Antoni","Dones","Algèria",29
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Algèria",10
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Algèria",21
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Algèria",14
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Algèria",12
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Algèria",0
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Algèria",14
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Algèria",5
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Algèria",12
2021,4,"Les Corts",19,"les Corts","Dones","Algèria",4
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Algèria",3
2021,4,"Les Corts",21,"Pedralbes","Dones","Algèria",2
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Algèria",1
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Algèria",13
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Algèria",2
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Algèria",12
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Algèria",7
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Algèria",5
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Algèria",2
2021,6,"Gràcia",29,"el Coll","Dones","Algèria",6
2021,6,"Gràcia",30,"la Salut","Dones","Algèria",1
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Algèria",16
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Algèria",8
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Algèria",6
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Algèria",26
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Algèria",1
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Algèria",0
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Algèria",2
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Algèria",9
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Algèria",2
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Algèria",15
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Algèria",16
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Algèria",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Algèria",2
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Algèria",2
2021,8,"Nou Barris",45,"Porta","Dones","Algèria",17
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Algèria",7
2021,8,"Nou Barris",47,"Can Peguera","Dones","Algèria",9
2021,8,"Nou Barris",48,"la Guineueta","Dones","Algèria",10
2021,8,"Nou Barris",49,"Canyelles","Dones","Algèria",8
2021,8,"Nou Barris",50,"les Roquetes","Dones","Algèria",2
2021,8,"Nou Barris",51,"Verdun","Dones","Algèria",11
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Algèria",1
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Algèria",14
2021,8,"Nou Barris",54,"Torre Baró","Dones","Algèria",17
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Algèria",7
2021,8,"Nou Barris",56,"Vallbona","Dones","Algèria",13
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Algèria",22
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Algèria",4
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Algèria",0
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Algèria",4
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Algèria",7
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Algèria",11
2021,9,"Sant Andreu",63,"Navas","Dones","Algèria",7
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Algèria",0
2021,10,"Sant Martí",65,"el Clot","Dones","Algèria",4
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Algèria",11
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Algèria",21
2021,10,"Sant Martí",68,"el Poblenou","Dones","Algèria",23
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Algèria",23
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Algèria",4
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Algèria",6
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Algèria",13
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Algèria",30
2021,1,"Ciutat Vella",1,"el Raval","Dones","Senegal",14
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Senegal",6
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Senegal",11
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Senegal",0
2021,2,"Eixample",5,"el Fort Pienc","Dones","Senegal",4
2021,2,"Eixample",6,"la Sagrada Família","Dones","Senegal",5
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Senegal",4
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Senegal",2
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Senegal",4
2021,2,"Eixample",10,"Sant Antoni","Dones","Senegal",3
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Senegal",3
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Senegal",7
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Senegal",2
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Senegal",0
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Senegal",0
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Senegal",3
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Senegal",0
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Senegal",0
2021,4,"Les Corts",19,"les Corts","Dones","Senegal",1
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Senegal",5
2021,4,"Les Corts",21,"Pedralbes","Dones","Senegal",0
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Senegal",0
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Senegal",3
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Senegal",2
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Senegal",3
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Senegal",1
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Senegal",2
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Senegal",1
2021,6,"Gràcia",29,"el Coll","Dones","Senegal",8
2021,6,"Gràcia",30,"la Salut","Dones","Senegal",1
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Senegal",9
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Senegal",1
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Senegal",0
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Senegal",6
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Senegal",0
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Senegal",1
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Senegal",0
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Senegal",3
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Senegal",6
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Senegal",9
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Senegal",2
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Senegal",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Senegal",3
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Senegal",2
2021,8,"Nou Barris",45,"Porta","Dones","Senegal",5
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Senegal",4
2021,8,"Nou Barris",47,"Can Peguera","Dones","Senegal",0
2021,8,"Nou Barris",48,"la Guineueta","Dones","Senegal",7
2021,8,"Nou Barris",49,"Canyelles","Dones","Senegal",0
2021,8,"Nou Barris",50,"les Roquetes","Dones","Senegal",3
2021,8,"Nou Barris",51,"Verdun","Dones","Senegal",1
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Senegal",0
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Senegal",3
2021,8,"Nou Barris",54,"Torre Baró","Dones","Senegal",2
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Senegal",9
2021,8,"Nou Barris",56,"Vallbona","Dones","Senegal",17
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Senegal",8
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Senegal",4
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Senegal",3
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Senegal",9
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Senegal",4
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Senegal",3
2021,9,"Sant Andreu",63,"Navas","Dones","Senegal",0
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Senegal",1
2021,10,"Sant Martí",65,"el Clot","Dones","Senegal",6
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Senegal",2
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Senegal",9
2021,10,"Sant Martí",68,"el Poblenou","Dones","Senegal",44
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Senegal",3
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Senegal",2
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Senegal",14
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Senegal",6
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Senegal",5
2021,1,"Ciutat Vella",1,"el Raval","Dones","Nigèria",37
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Nigèria",6
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Nigèria",6
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Nigèria",0
2021,2,"Eixample",5,"el Fort Pienc","Dones","Nigèria",5
2021,2,"Eixample",6,"la Sagrada Família","Dones","Nigèria",2
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Nigèria",13
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Nigèria",3
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Nigèria",3
2021,2,"Eixample",10,"Sant Antoni","Dones","Nigèria",5
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Nigèria",3
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Nigèria",12
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Nigèria",4
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Nigèria",1
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Nigèria",0
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Nigèria",10
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Nigèria",0
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Nigèria",1
2021,4,"Les Corts",19,"les Corts","Dones","Nigèria",3
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Nigèria",4
2021,4,"Les Corts",21,"Pedralbes","Dones","Nigèria",1
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Nigèria",4
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Nigèria",1
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Nigèria",2
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Nigèria",4
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Nigèria",0
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Nigèria",2
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Nigèria",3
2021,6,"Gràcia",29,"el Coll","Dones","Nigèria",1
2021,6,"Gràcia",30,"la Salut","Dones","Nigèria",3
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Nigèria",3
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Nigèria",9
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Nigèria",6
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Nigèria",2
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Nigèria",0
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Nigèria",0
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Nigèria",0
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Nigèria",4
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Nigèria",5
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Nigèria",38
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Nigèria",8
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Nigèria",3
2021,7,"Horta-Guinardó",43,"Horta","Dones","Nigèria",3
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Nigèria",0
2021,8,"Nou Barris",45,"Porta","Dones","Nigèria",13
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Nigèria",31
2021,8,"Nou Barris",47,"Can Peguera","Dones","Nigèria",12
2021,8,"Nou Barris",48,"la Guineueta","Dones","Nigèria",16
2021,8,"Nou Barris",49,"Canyelles","Dones","Nigèria",20
2021,8,"Nou Barris",50,"les Roquetes","Dones","Nigèria",6
2021,8,"Nou Barris",51,"Verdun","Dones","Nigèria",101
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Nigèria",0
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Nigèria",28
2021,8,"Nou Barris",54,"Torre Baró","Dones","Nigèria",1
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Nigèria",11
2021,8,"Nou Barris",56,"Vallbona","Dones","Nigèria",2
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Nigèria",6
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Nigèria",3
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Nigèria",0
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Nigèria",0
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Nigèria",0
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Nigèria",3
2021,9,"Sant Andreu",63,"Navas","Dones","Nigèria",8
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Nigèria",1
2021,10,"Sant Martí",65,"el Clot","Dones","Nigèria",1
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Nigèria",2
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Nigèria",3
2021,10,"Sant Martí",68,"el Poblenou","Dones","Nigèria",0
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Nigèria",6
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Nigèria",5
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Nigèria",0
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Nigèria",3
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Nigèria",1
2021,1,"Ciutat Vella",1,"el Raval","Dones","Resta països d'Àfrica",73
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Resta països d'Àfrica",47
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Resta països d'Àfrica",20
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Resta països d'Àfrica",30
2021,2,"Eixample",5,"el Fort Pienc","Dones","Resta països d'Àfrica",22
2021,2,"Eixample",6,"la Sagrada Família","Dones","Resta països d'Àfrica",33
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Resta països d'Àfrica",64
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Resta països d'Àfrica",38
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Resta països d'Àfrica",34
2021,2,"Eixample",10,"Sant Antoni","Dones","Resta països d'Àfrica",29
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Resta països d'Àfrica",36
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Resta països d'Àfrica",3
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Resta països d'Àfrica",32
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Resta països d'Àfrica",5
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Resta països d'Àfrica",8
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Resta països d'Àfrica",18
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Resta països d'Àfrica",27
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Resta països d'Àfrica",30
2021,4,"Les Corts",19,"les Corts","Dones","Resta països d'Àfrica",25
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Resta països d'Àfrica",13
2021,4,"Les Corts",21,"Pedralbes","Dones","Resta països d'Àfrica",14
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Resta països d'Àfrica",1
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Resta països d'Àfrica",12
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Resta països d'Àfrica",4
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Resta països d'Àfrica",23
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Resta països d'Àfrica",46
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Resta països d'Àfrica",12
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Resta països d'Àfrica",5
2021,6,"Gràcia",29,"el Coll","Dones","Resta països d'Àfrica",8
2021,6,"Gràcia",30,"la Salut","Dones","Resta països d'Àfrica",10
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Resta països d'Àfrica",45
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Resta països d'Àfrica",28
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Resta països d'Àfrica",14
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Resta països d'Àfrica",6
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Resta països d'Àfrica",35
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Resta països d'Àfrica",8
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Resta països d'Àfrica",27
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Resta països d'Àfrica",10
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Resta països d'Àfrica",9
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Resta països d'Àfrica",5
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Resta països d'Àfrica",2
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Resta països d'Àfrica",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Resta països d'Àfrica",22
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Resta països d'Àfrica",13
2021,8,"Nou Barris",45,"Porta","Dones","Resta països d'Àfrica",35
