"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nacionalitat","Nombre"
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Bangladesh",1
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Bangladesh",1
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Bangladesh",2
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Bangladesh",3
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Bangladesh",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Bangladesh",2
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Bangladesh",1
2021,8,"Nou Barris",45,"Porta","Dones","Bangladesh",19
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Bangladesh",6
2021,8,"Nou Barris",47,"Can Peguera","Dones","Bangladesh",0
2021,8,"Nou Barris",48,"la Guineueta","Dones","Bangladesh",14
2021,8,"Nou Barris",49,"Canyelles","Dones","Bangladesh",0
2021,8,"Nou Barris",50,"les Roquetes","Dones","Bangladesh",4
2021,8,"Nou Barris",51,"Verdun","Dones","Bangladesh",2
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Bangladesh",0
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Bangladesh",7
2021,8,"Nou Barris",54,"Torre Baró","Dones","Bangladesh",0
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Bangladesh",9
2021,8,"Nou Barris",56,"Vallbona","Dones","Bangladesh",21
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Bangladesh",5
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Bangladesh",1
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Bangladesh",6
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Bangladesh",0
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Bangladesh",19
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Bangladesh",2
2021,9,"Sant Andreu",63,"Navas","Dones","Bangladesh",1
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Bangladesh",0
2021,10,"Sant Martí",65,"el Clot","Dones","Bangladesh",5
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Bangladesh",0
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Bangladesh",9
2021,10,"Sant Martí",68,"el Poblenou","Dones","Bangladesh",21
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Bangladesh",1
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Bangladesh",0
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Bangladesh",5
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Bangladesh",11
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Bangladesh",32
2021,1,"Ciutat Vella",1,"el Raval","Dones","Geòrgia",68
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Geòrgia",31
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Geòrgia",22
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Geòrgia",3
2021,2,"Eixample",5,"el Fort Pienc","Dones","Geòrgia",27
2021,2,"Eixample",6,"la Sagrada Família","Dones","Geòrgia",13
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Geòrgia",26
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Geòrgia",16
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Geòrgia",48
2021,2,"Eixample",10,"Sant Antoni","Dones","Geòrgia",47
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Geòrgia",33
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Geòrgia",35
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Geòrgia",18
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Geòrgia",8
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Geòrgia",3
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Geòrgia",13
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Geòrgia",4
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Geòrgia",12
2021,4,"Les Corts",19,"les Corts","Dones","Geòrgia",27
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Geòrgia",9
2021,4,"Les Corts",21,"Pedralbes","Dones","Geòrgia",15
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Geòrgia",6
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Geòrgia",10
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Geòrgia",10
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Geòrgia",18
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Geòrgia",33
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Geòrgia",36
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Geòrgia",4
2021,6,"Gràcia",29,"el Coll","Dones","Geòrgia",66
2021,6,"Gràcia",30,"la Salut","Dones","Geòrgia",16
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Geòrgia",65
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Geòrgia",9
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Geòrgia",15
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Geòrgia",50
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Geòrgia",14
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Geòrgia",3
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Geòrgia",1
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Geòrgia",72
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Geòrgia",82
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Geòrgia",123
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Geòrgia",118
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Geòrgia",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Geòrgia",23
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Geòrgia",13
2021,8,"Nou Barris",45,"Porta","Dones","Geòrgia",42
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Geòrgia",25
2021,8,"Nou Barris",47,"Can Peguera","Dones","Geòrgia",30
2021,8,"Nou Barris",48,"la Guineueta","Dones","Geòrgia",34
2021,8,"Nou Barris",49,"Canyelles","Dones","Geòrgia",29
2021,8,"Nou Barris",50,"les Roquetes","Dones","Geòrgia",0
2021,8,"Nou Barris",51,"Verdun","Dones","Geòrgia",6
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Geòrgia",0
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Geòrgia",38
2021,8,"Nou Barris",54,"Torre Baró","Dones","Geòrgia",6
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Geòrgia",44
2021,8,"Nou Barris",56,"Vallbona","Dones","Geòrgia",70
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Geòrgia",94
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Geòrgia",39
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Geòrgia",36
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Geòrgia",37
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Geòrgia",72
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Geòrgia",28
2021,9,"Sant Andreu",63,"Navas","Dones","Geòrgia",12
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Geòrgia",2
2021,10,"Sant Martí",65,"el Clot","Dones","Geòrgia",23
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Geòrgia",7
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Geòrgia",13
2021,10,"Sant Martí",68,"el Poblenou","Dones","Geòrgia",58
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Geòrgia",25
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Geòrgia",35
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Geòrgia",47
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Geòrgia",23
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Geòrgia",28
2021,1,"Ciutat Vella",1,"el Raval","Dones","Armènia",21
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Armènia",7
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Armènia",6
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Armènia",1
2021,2,"Eixample",5,"el Fort Pienc","Dones","Armènia",16
2021,2,"Eixample",6,"la Sagrada Família","Dones","Armènia",7
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Armènia",7
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Armènia",3
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Armènia",11
2021,2,"Eixample",10,"Sant Antoni","Dones","Armènia",7
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Armènia",4
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Armènia",6
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Armènia",5
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Armènia",4
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Armènia",2
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Armènia",0
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Armènia",1
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Armènia",7
2021,4,"Les Corts",19,"les Corts","Dones","Armènia",0
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Armènia",6
2021,4,"Les Corts",21,"Pedralbes","Dones","Armènia",7
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Armènia",0
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Armènia",5
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Armènia",3
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Armènia",5
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Armènia",21
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Armènia",2
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Armènia",5
2021,6,"Gràcia",29,"el Coll","Dones","Armènia",29
2021,6,"Gràcia",30,"la Salut","Dones","Armènia",1
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Armènia",37
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Armènia",7
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Armènia",0
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Armènia",6
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Armènia",4
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Armènia",2
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Armènia",0
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Armènia",18
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Armènia",51
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Armènia",113
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Armènia",45
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Armènia",2
2021,7,"Horta-Guinardó",43,"Horta","Dones","Armènia",22
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Armènia",2
2021,8,"Nou Barris",45,"Porta","Dones","Armènia",7
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Armènia",27
2021,8,"Nou Barris",47,"Can Peguera","Dones","Armènia",47
2021,8,"Nou Barris",48,"la Guineueta","Dones","Armènia",112
2021,8,"Nou Barris",49,"Canyelles","Dones","Armènia",52
2021,8,"Nou Barris",50,"les Roquetes","Dones","Armènia",0
2021,8,"Nou Barris",51,"Verdun","Dones","Armènia",15
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Armènia",0
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Armènia",12
2021,8,"Nou Barris",54,"Torre Baró","Dones","Armènia",2
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Armènia",32
2021,8,"Nou Barris",56,"Vallbona","Dones","Armènia",22
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Armènia",14
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Armènia",37
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Armènia",16
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Armènia",26
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Armènia",20
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Armènia",6
2021,9,"Sant Andreu",63,"Navas","Dones","Armènia",6
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Armènia",0
2021,10,"Sant Martí",65,"el Clot","Dones","Armènia",12
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Armènia",4
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Armènia",12
2021,10,"Sant Martí",68,"el Poblenou","Dones","Armènia",15
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Armènia",17
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Armènia",25
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Armènia",26
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Armènia",5
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Armènia",21
2021,1,"Ciutat Vella",1,"el Raval","Dones","Japó",23
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Japó",21
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Japó",16
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Japó",0
2021,2,"Eixample",5,"el Fort Pienc","Dones","Japó",5
2021,2,"Eixample",6,"la Sagrada Família","Dones","Japó",5
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Japó",4
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Japó",6
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Japó",16
2021,2,"Eixample",10,"Sant Antoni","Dones","Japó",23
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Japó",80
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Japó",24
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Japó",18
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Japó",26
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Japó",2
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Japó",66
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Japó",33
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Japó",16
2021,4,"Les Corts",19,"les Corts","Dones","Japó",49
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Japó",25
2021,4,"Les Corts",21,"Pedralbes","Dones","Japó",9
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Japó",3
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Japó",6
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Japó",4
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Japó",44
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Japó",20
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Japó",12
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Japó",7
2021,6,"Gràcia",29,"el Coll","Dones","Japó",12
2021,6,"Gràcia",30,"la Salut","Dones","Japó",1
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Japó",8
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Japó",2
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Japó",4
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Japó",35
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Japó",1
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Japó",0
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Japó",0
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Japó",9
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Japó",3
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Japó",3
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Japó",1
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Japó",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Japó",3
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Japó",0
2021,8,"Nou Barris",45,"Porta","Dones","Japó",17
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Japó",0
2021,8,"Nou Barris",47,"Can Peguera","Dones","Japó",1
2021,8,"Nou Barris",48,"la Guineueta","Dones","Japó",4
2021,8,"Nou Barris",49,"Canyelles","Dones","Japó",0
2021,8,"Nou Barris",50,"les Roquetes","Dones","Japó",0
2021,8,"Nou Barris",51,"Verdun","Dones","Japó",1
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Japó",0
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Japó",1
2021,8,"Nou Barris",54,"Torre Baró","Dones","Japó",1
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Japó",2
2021,8,"Nou Barris",56,"Vallbona","Dones","Japó",32
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Japó",8
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Japó",6
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Japó",3
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Japó",8
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Japó",14
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Japó",12
2021,9,"Sant Andreu",63,"Navas","Dones","Japó",9
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Japó",6
2021,10,"Sant Martí",65,"el Clot","Dones","Japó",8
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Japó",5
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Japó",54
2021,10,"Sant Martí",68,"el Poblenou","Dones","Japó",2
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Japó",5
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Japó",8
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Japó",3
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Japó",54
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Japó",61
2021,1,"Ciutat Vella",1,"el Raval","Dones","Nepal",41
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Nepal",29
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Nepal",53
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Nepal",0
2021,2,"Eixample",5,"el Fort Pienc","Dones","Nepal",6
2021,2,"Eixample",6,"la Sagrada Família","Dones","Nepal",5
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Nepal",20
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Nepal",6
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Nepal",12
2021,2,"Eixample",10,"Sant Antoni","Dones","Nepal",27
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Nepal",4
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Nepal",6
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Nepal",3
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Nepal",0
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Nepal",0
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Nepal",0
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Nepal",0
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Nepal",1
2021,4,"Les Corts",19,"les Corts","Dones","Nepal",2
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Nepal",0
2021,4,"Les Corts",21,"Pedralbes","Dones","Nepal",0
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Nepal",0
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Nepal",4
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Nepal",1
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Nepal",21
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Nepal",45
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Nepal",26
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Nepal",8
2021,6,"Gràcia",29,"el Coll","Dones","Nepal",11
2021,6,"Gràcia",30,"la Salut","Dones","Nepal",0
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Nepal",18
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Nepal",2
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Nepal",12
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Nepal",3
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Nepal",3
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Nepal",0
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Nepal",0
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Nepal",1
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Nepal",0
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Nepal",8
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Nepal",5
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Nepal",0
2021,7,"Horta-Guinardó",43,"Horta","Dones","Nepal",0
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Nepal",0
2021,8,"Nou Barris",45,"Porta","Dones","Nepal",10
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Nepal",5
2021,8,"Nou Barris",47,"Can Peguera","Dones","Nepal",1
2021,8,"Nou Barris",48,"la Guineueta","Dones","Nepal",4
2021,8,"Nou Barris",49,"Canyelles","Dones","Nepal",1
2021,8,"Nou Barris",50,"les Roquetes","Dones","Nepal",0
2021,8,"Nou Barris",51,"Verdun","Dones","Nepal",3
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Nepal",0
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Nepal",2
2021,8,"Nou Barris",54,"Torre Baró","Dones","Nepal",0
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Nepal",3
2021,8,"Nou Barris",56,"Vallbona","Dones","Nepal",67
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Nepal",2
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Nepal",1
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Nepal",2
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Nepal",5
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Nepal",14
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Nepal",2
2021,9,"Sant Andreu",63,"Navas","Dones","Nepal",0
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Nepal",0
2021,10,"Sant Martí",65,"el Clot","Dones","Nepal",1
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Nepal",0
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Nepal",7
2021,10,"Sant Martí",68,"el Poblenou","Dones","Nepal",54
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Nepal",2
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Nepal",5
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Nepal",16
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Nepal",6
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Nepal",10
2021,1,"Ciutat Vella",1,"el Raval","Dones","Turquia",36
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Turquia",15
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Turquia",16
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Turquia",0
2021,2,"Eixample",5,"el Fort Pienc","Dones","Turquia",1
2021,2,"Eixample",6,"la Sagrada Família","Dones","Turquia",6
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Turquia",2
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Turquia",2
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Turquia",5
2021,2,"Eixample",10,"Sant Antoni","Dones","Turquia",12
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Turquia",7
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Turquia",31
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Turquia",6
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Turquia",17
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Turquia",0
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Turquia",13
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Turquia",10
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Turquia",10
2021,4,"Les Corts",19,"les Corts","Dones","Turquia",27
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Turquia",21
2021,4,"Les Corts",21,"Pedralbes","Dones","Turquia",10
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Turquia",2
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Turquia",24
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Turquia",3
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Turquia",29
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Turquia",22
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Turquia",10
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Turquia",4
2021,6,"Gràcia",29,"el Coll","Dones","Turquia",7
2021,6,"Gràcia",30,"la Salut","Dones","Turquia",0
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Turquia",3
