"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
"09090","715","821","164","114","841","417","1250","64","222","05-12-2021 11:00:05"
"09091","866","1013","199","185","1028","467","1553","58","268","05-12-2021 11:00:05"
"09092","918","979","183","178","1049","487","1613","62","222","05-12-2021 11:00:05"
"09093","610","676","119","124","715","328","1104","45","137","05-12-2021 11:00:05"
"09094","936","1035","184","212","1120","455","1651","83","237","05-12-2021 11:00:05"
"09095","1028","1130","291","202","1244","421","1779","98","281","05-12-2021 11:00:05"
"09156","584","670","138","69","570","477","1093","41","120","05-12-2021 11:00:05"
"10001","790","832","172","133","973","344","1212","110","300","05-12-2021 11:00:05"
"10002","875","920","209","138","1134","314","1431","136","228","05-12-2021 11:00:05"
"10003","754","829","169","150","925","339","1265","89","229","05-12-2021 11:00:05"
"10004","693","860","206","110","830","407","1284","98","171","05-12-2021 11:00:05"
"10005","742","912","158","125","902","469","1374","68","212","05-12-2021 11:00:05"
"10006","850","998","211","153","1083","401","1494","110","244","05-12-2021 11:00:05"
"10007","630","667","126","93","673","405","1144","51","102","05-12-2021 11:00:05"
"10008","794","929","173","133","972","445","1324","126","273","05-12-2021 11:00:05"
"10009","764","857","136","131","969","385","1234","143","244","05-12-2021 11:00:05"
"10010","810","919","168","149","1057","355","1304","107","318","05-12-2021 11:00:05"
"10011","552","640","110","98","706","278","976","85","131","05-12-2021 11:00:05"
"10012","855","940","184","153","1018","440","1423","108","264","05-12-2021 11:00:05"
"10013","630","750","168","112","800","300","1101","99","180","05-12-2021 11:00:05"
"10014","676","790","138","105","888","335","1056","146","264","05-12-2021 11:00:05"
"10015","940","1035","190","149","1196","440","1448","159","368","05-12-2021 11:00:05"
"10016","610","613","106","87","713","317","958","82","183","05-12-2021 11:00:05"
"10017","756","917","165","136","917","455","1288","109","276","05-12-2021 11:00:05"
"10018","699","768","158","125","922","262","1054","147","266","05-12-2021 11:00:05"
"10019","708","827","132","107","891","405","1274","78","183","05-12-2021 11:00:05"
"10020","699","778","152","114","805","406","1171","78","228","05-12-2021 11:00:05"
"10021","634","688","132","130","769","291","1041","83","198","05-12-2021 11:00:05"
"10022","630","710","137","131","825","247","1047","103","190","05-12-2021 11:00:05"
"10023","666","794","153","135","828","344","1156","105","199","05-12-2021 11:00:05"
"10024","734","773","207","137","893","270","1194","82","231","05-12-2021 11:00:05"
"10025","583","728","132","105","800","274","1025","89","197","05-12-2021 11:00:05"
"10026","736","814","186","135","933","296","1162","110","278","05-12-2021 11:00:05"
"10027","714","822","166","136","869","365","1322","67","147","05-12-2021 11:00:05"
"10028","834","910","172","193","1044","335","1428","68","248","05-12-2021 11:00:05"
"10029","698","726","171","126","818","309","1183","84","157","05-12-2021 11:00:05"
"10030","812","939","195","153","925","478","1543","58","150","05-12-2021 11:00:05"
"10031","738","776","152","92","934","336","1199","101","214","05-12-2021 11:00:05"
"10032","653","707","147","135","855","223","1136","111","113","05-12-2021 11:00:05"
"10033","394","472","57","87","398","324","809","24","33","05-12-2021 11:00:05"
"10034","816","892","202","143","858","505","1478","48","182","05-12-2021 11:00:05"
"10035","954","997","249","258","1083","361","1819","43","89","05-12-2021 11:00:05"
"10036","713","715","204","209","861","154","1206","114","108","05-12-2021 11:00:05"
"10037","504","551","130","93","640","192","754","88","213","05-12-2021 11:00:05"
"10038","774","840","155","155","1000","304","1263","173","178","05-12-2021 11:00:05"
"10039","888","975","222","163","1163","315","1345","203","315","05-12-2021 11:00:05"
"10040","885","931","180","151","1088","397","1359","136","321","05-12-2021 11:00:05"
"10041","771","849","180","125","957","358","1237","130","253","05-12-2021 11:00:05"
"10042","1534","1667","599","207","1972","423","2446","250","505","05-12-2021 11:00:05"
"10043","1203","1250","304","366","1556","227","1466","392","595","05-12-2021 11:00:05"
"10044","747","822","131","128","887","423","1219","161","189","05-12-2021 11:00:05"
"10045","627","670","137","100","752","308","1028","142","127","05-12-2021 11:00:05"
"10046","576","677","117","76","695","365","973","121","159","05-12-2021 11:00:05"
"10047","853","893","148","121","1027","450","1278","216","252","05-12-2021 11:00:05"
"10048","827","826","206","152","975","320","1231","203","219","05-12-2021 11:00:05"
"10049","669","646","147","112","711","345","1065","111","139","05-12-2021 11:00:05"
"10050","757","830","155","136","903","393","1294","109","184","05-12-2021 11:00:05"
"10051","803","822","219","147","941","318","1278","194","153","05-12-2021 11:00:05"
"10052","1224","1225","353","304","1509","283","1909","291","249","05-12-2021 11:00:05"
"10053","847","879","183","201","975","367","1412","156","158","05-12-2021 11:00:05"
"10054","464","511","135","133","550","157","751","131","93","05-12-2021 11:00:05"
"10055","1330","1338","332","395","1435","506","2081","323","264","05-12-2021 11:00:05"
"10056","939","932","266","131","1266","208","1227","325","319","05-12-2021 11:00:05"
"10057","714","727","188","94","933","226","1015","195","231","05-12-2021 11:00:05"
"10058","583","587","158","77","755","180","855","135","180","05-12-2021 11:00:05"
"10059","865","940","241","138","1133","293","1209","293","303","05-12-2021 11:00:05"
"10060","840","839","214","156","1116","193","1157","223","299","05-12-2021 11:00:05"
"10061","842","932","232","136","972","434","1490","145","139","05-12-2021 11:00:05"
"10062","732","780","189","146","880","297","1261","109","142","05-12-2021 11:00:05"
"10063","595","603","132","101","673","292","993","103","102","05-12-2021 11:00:05"
"10064","793","879","218","133","1049","272","1224","233","215","05-12-2021 11:00:05"
"10065","762","814","218","140","949","269","1250","175","151","05-12-2021 11:00:05"
"10066","1022","1080","299","244","1218","341","1645","209","248","05-12-2021 11:00:05"
"10067","931","1023","352","280","1146","176","1584","194","176","05-12-2021 11:00:05"
"10068","816","850","277","224","974","191","1422","139","105","05-12-2021 11:00:05"
"10069","1337","1467","573","253","1648","330","2228","250","326","05-12-2021 11:00:05"
"10070","785","888","181","150","1050","292","1290","191","192","05-12-2021 11:00:05"
"10071","884","932","225","193","1046","352","1588","105","123","05-12-2021 11:00:05"
"10072","1017","1027","323","174","1229","318","1524","256","264","05-12-2021 11:00:05"
"10073","710","748","171","111","785","391","1218","88","152","05-12-2021 11:00:05"
"10074","817","859","202","151","1035","288","1247","171","258","05-12-2021 11:00:05"
"10075","749","781","173","142","909","306","1168","174","188","05-12-2021 11:00:05"
"10076","1104","1163","494","87","1540","146","1921","153","193","05-12-2021 11:00:05"
"10077","931","891","296","241","1086","199","1524","150","148","05-12-2021 11:00:05"
"10078","1211","1248","486","284","1441","248","1879","306","274","05-12-2021 11:00:05"
"10079","856","901","207","217","972","361","1486","112","159","05-12-2021 11:00:05"
"10080","1137","1176","478","252","1323","260","1368","382","563","05-12-2021 11:00:05"
"10081","1108","1078","306","227","1306","347","1470","86","630","05-12-2021 11:00:05"
"10082","1017","939","356","254","1136","210","1088","57","811","05-12-2021 11:00:05"
"10083","1244","1005","428","325","1287","209","1210","36","1003","05-12-2021 11:00:05"
"10084","863","826","226","174","1025","264","1081","52","556","05-12-2021 11:00:05"
"10085","1106","1023","360","259","1222","288","1321","61","747","05-12-2021 11:00:05"
"10086","1001","981","292","227","1147","316","1414","52","516","05-12-2021 11:00:05"
"10087","923","924","276","195","1047","329","1311","50","486","05-12-2021 11:00:05"
"10088","825","847","173","187","928","384","1429","33","210","05-12-2021 11:00:05"
"10089","3071","1831","593","549","3381","379","1784","379","2739","05-12-2021 11:00:05"
"10090","726","775","208","149","883","261","1119","58","324","05-12-2021 11:00:05"
"10091","983","1003","237","183","1106","460","1570","91","325","05-12-2021 11:00:05"
"10092","691","789","106","108","767","499","1295","35","150","05-12-2021 11:00:05"
"10093","531","558","94","75","557","363","956","43","90","05-12-2021 11:00:05"
"10094","1554","1526","599","175","2050","256","2214","352","514","05-12-2021 11:00:05"
"10095","658","680","194","112","841","191","1068","98","172","05-12-2021 11:00:05"
"10096","781","905","258","168","1017","243","1304","163","219","05-12-2021 11:00:05"
"10097","731","833","235","158","891","280","1330","110","124","05-12-2021 11:00:05"
"10098","841","925","156","188","1108","314","1602","72","92","05-12-2021 11:00:05"
"10099","530","596","153","135","641","197","1020","15","91","05-12-2021 11:00:05"
"10100","782","904","249","137","943","357","1316","105","265","05-12-2021 11:00:05"
"10101","870","851","280","173","1029","239","1255","135","331","05-12-2021 11:00:05"
"10102","1247","1378","299","232","1464","630","2203","92","330","05-12-2021 11:00:05"
"10103","1025","1134","197","194","1102","666","1918","52","189","05-12-2021 11:00:05"
"10104","742","821","125","115","986","337","1464","27","72","05-12-2021 11:00:05"
"10105","1004","1170","225","249","1219","481","1933","42","199","05-12-2021 11:00:05"
"10106","469","547","100","100","524","292","882","31","103","05-12-2021 11:00:05"
"10107","719","775","191","139","868","296","1329","59","106","05-12-2021 11:00:05"
"10108","597","691","128","87","622","451","1156","32","100","05-12-2021 11:00:05"
"10109","773","874","195","135","878","439","1368","44","235","05-12-2021 11:00:05"
"10110","753","923","186","167","935","388","1378","48","250","05-12-2021 11:00:05"
"10111","633","696","154","123","716","336","1095","41","193","05-12-2021 11:00:05"
"10112","726","791","173","132","682","530","1385","33","99","05-12-2021 11:00:05"
"10113","573","610","137","122","715","209","953","47","183","05-12-2021 11:00:05"
"10114","749","790","197","158","909","275","1186","56","297","05-12-2021 11:00:05"
"10115","684","761","155","115","818","357","1153","63","229","05-12-2021 11:00:05"
"10116","811","981","223","128","977","464","1447","79","266","05-12-2021 11:00:05"
"10117","589","662","125","108","623","395","1088","39","124","05-12-2021 11:00:05"
"10118","478","521","126","98","460","315","935","18","46","05-12-2021 11:00:05"
"10119","530","612","122","86","644","290","966","29","147","05-12-2021 11:00:05"
"10120","655","797","140","158","829","325","1137","56","259","05-12-2021 11:00:05"
"10121","768","853","217","115","964","325","1307","76","238","05-12-2021 11:00:05"
"10122","713","790","137","154","785","427","1343","33","127","05-12-2021 11:00:05"
"10123","655","686","139","124","704","374","1162","53","126","05-12-2021 11:00:05"
"10124","521","577","130","96","590","282","980","15","103","05-12-2021 11:00:05"
"10125","522","580","128","87","544","343","964","18","120","05-12-2021 11:00:05"
"10126","484","528","86","102","525","299","929","5","78","05-12-2021 11:00:05"
"10127","512","530","149","111","589","193","947","22","73","05-12-2021 11:00:05"
"10128","725","841","160","126","785","495","1443","28","95","05-12-2021 11:00:05"
"10129","543","595","92","120","610","316","1045","20","73","05-12-2021 11:00:05"
"10130","591","639","135","99","676","320","1001","47","182","05-12-2021 11:00:05"
"10131","520","591","79","87","593","352","1030","12","69","05-12-2021 11:00:05"
"10132","601","679","161","118","658","343","1072","23","185","05-12-2021 11:00:05"
"10133","820","912","180","150","872","530","1393","62","277","05-12-2021 11:00:05"
"10134","720","883","180","150","828","445","1347","58","198","05-12-2021 11:00:05"
"10135","599","645","178","109","620","337","1055","33","156","05-12-2021 11:00:05"
"10136","653","744","144","136","651","466","1200","14","183","05-12-2021 11:00:05"
"10137","756","836","172","152","842","426","1341","55","196","05-12-2021 11:00:05"
"10138","761","842","201","178","929","295","1271","55","277","05-12-2021 11:00:05"
"10139","807","880","192","150","940","405","1306","49","332","05-12-2021 11:00:05"
"10140","809","851","185","184","933","358","1287","39","334","05-12-2021 11:00:05"
"10141","536","586","135","120","596","271","986","23","113","05-12-2021 11:00:05"
"10142","798","837","216","140","935","344","1322","44","269","05-12-2021 11:00:05"
"10143","851","964","223","196","1001","395","1447","64","304","05-12-2021 11:00:05"
"10234","818","988","166","157","986","497","1534","69","203","05-12-2021 11:00:05"
"10235","614","689","141","84","695","383","1072","78","153","05-12-2021 11:00:05"
"10236","755","850","149","110","800","546","1284","105","216","05-12-2021 11:00:05"
"10237","405","520","102","98","513","212","769","22","134","05-12-2021 11:00:05"
