Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2020,1,Ciutat Vella,1,el Raval,1,27503
2020,1,Ciutat Vella,1,el Raval,2,21913
2020,1,Ciutat Vella,1,el Raval,3,24220
2020,1,Ciutat Vella,1,el Raval,4,27405
2020,1,Ciutat Vella,1,el Raval,5,23014
2020,1,Ciutat Vella,1,el Raval,6,25581
2020,1,Ciutat Vella,1,el Raval,7,25959
2020,1,Ciutat Vella,1,el Raval,8,21900
2020,1,Ciutat Vella,1,el Raval,9,24849
2020,1,Ciutat Vella,1,el Raval,10,23306
2020,1,Ciutat Vella,1,el Raval,11,21571
2020,1,Ciutat Vella,1,el Raval,12,25592
2020,1,Ciutat Vella,1,el Raval,13,27908
2020,1,Ciutat Vella,1,el Raval,14,26078
2020,1,Ciutat Vella,1,el Raval,15,26092
2020,1,Ciutat Vella,1,el Raval,16,26151
2020,1,Ciutat Vella,1,el Raval,17,25629
2020,1,Ciutat Vella,1,el Raval,18,24729
2020,1,Ciutat Vella,1,el Raval,19,24225
2020,1,Ciutat Vella,1,el Raval,20,33228
2020,1,Ciutat Vella,1,el Raval,21,29261
2020,1,Ciutat Vella,2,el Barri Gòtic,22,35901
2020,1,Ciutat Vella,2,el Barri Gòtic,23,32157
2020,1,Ciutat Vella,2,el Barri Gòtic,25,28715
2020,1,Ciutat Vella,2,el Barri Gòtic,26,32287
2020,1,Ciutat Vella,2,el Barri Gòtic,27,28592
2020,1,Ciutat Vella,2,el Barri Gòtic,28,28181
2020,1,Ciutat Vella,2,el Barri Gòtic,29,23909
2020,1,Ciutat Vella,2,el Barri Gòtic,30,27883
2020,1,Ciutat Vella,2,el Barri Gòtic,31,26734
2020,1,Ciutat Vella,3,la Barceloneta,32,28265
2020,1,Ciutat Vella,3,la Barceloneta,33,24249
2020,1,Ciutat Vella,3,la Barceloneta,34,23568
2020,1,Ciutat Vella,3,la Barceloneta,35,25673
2020,1,Ciutat Vella,3,la Barceloneta,36,31065
2020,1,Ciutat Vella,3,la Barceloneta,37,29260
2020,1,Ciutat Vella,3,la Barceloneta,38,23221
2020,1,Ciutat Vella,3,la Barceloneta,39,27220
2020,1,Ciutat Vella,3,la Barceloneta,40,26410
2020,1,Ciutat Vella,3,la Barceloneta,41,23231
2020,1,Ciutat Vella,3,la Barceloneta,42,29475
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,36840
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,33065
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,27678
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,26689
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,27208
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,23023
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,31075
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,28694
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,25823
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,41762
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,23897
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,26825
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,36612
2020,2,L'Eixample,5,el Fort Pienc,1,41567
2020,2,L'Eixample,5,el Fort Pienc,2,39902
2020,2,L'Eixample,5,el Fort Pienc,3,44746
2020,2,L'Eixample,5,el Fort Pienc,4,38010
2020,2,L'Eixample,5,el Fort Pienc,5,44131
2020,2,L'Eixample,5,el Fort Pienc,6,44608
2020,2,L'Eixample,5,el Fort Pienc,7,46596
2020,2,L'Eixample,5,el Fort Pienc,8,47359
2020,2,L'Eixample,5,el Fort Pienc,9,45114
2020,2,L'Eixample,5,el Fort Pienc,10,44385
2020,2,L'Eixample,5,el Fort Pienc,11,42063
2020,2,L'Eixample,5,el Fort Pienc,12,37373
2020,2,L'Eixample,5,el Fort Pienc,13,33221
2020,2,L'Eixample,5,el Fort Pienc,14,33962
2020,2,L'Eixample,5,el Fort Pienc,15,36729
2020,2,L'Eixample,5,el Fort Pienc,16,43800
2020,2,L'Eixample,5,el Fort Pienc,17,45900
2020,2,L'Eixample,5,el Fort Pienc,18,44397
2020,2,L'Eixample,5,el Fort Pienc,19,40691
2020,2,L'Eixample,5,el Fort Pienc,20,35944
2020,2,L'Eixample,6,la Sagrada Família,21,35070
2020,2,L'Eixample,6,la Sagrada Família,22,42090
2020,2,L'Eixample,6,la Sagrada Família,23,38465
2020,2,L'Eixample,6,la Sagrada Família,24,37901
2020,2,L'Eixample,6,la Sagrada Família,25,34880
2020,2,L'Eixample,6,la Sagrada Família,26,40173
2020,2,L'Eixample,6,la Sagrada Família,27,40752
2020,2,L'Eixample,6,la Sagrada Família,28,39674
2020,2,L'Eixample,6,la Sagrada Família,29,40639
2020,2,L'Eixample,6,la Sagrada Família,30,33197
2020,2,L'Eixample,6,la Sagrada Família,31,44782
2020,2,L'Eixample,6,la Sagrada Família,32,40779
2020,2,L'Eixample,6,la Sagrada Família,33,37293
2020,2,L'Eixample,6,la Sagrada Família,34,35287
2020,2,L'Eixample,6,la Sagrada Família,35,40762
2020,2,L'Eixample,6,la Sagrada Família,36,45694
2020,2,L'Eixample,6,la Sagrada Família,37,48288
2020,2,L'Eixample,6,la Sagrada Família,38,44566
2020,2,L'Eixample,6,la Sagrada Família,39,38991
2020,2,L'Eixample,6,la Sagrada Família,40,34892
2020,2,L'Eixample,6,la Sagrada Família,41,38399
2020,2,L'Eixample,6,la Sagrada Família,42,46333
2020,2,L'Eixample,6,la Sagrada Família,43,45025
2020,2,L'Eixample,6,la Sagrada Família,44,37648
2020,2,L'Eixample,6,la Sagrada Família,45,44786
2020,2,L'Eixample,6,la Sagrada Família,46,38385
2020,2,L'Eixample,6,la Sagrada Família,47,40185
2020,2,L'Eixample,6,la Sagrada Família,48,42045
2020,2,L'Eixample,6,la Sagrada Família,49,33993
2020,2,L'Eixample,6,la Sagrada Família,50,38003
2020,2,L'Eixample,6,la Sagrada Família,51,35086
2020,2,L'Eixample,6,la Sagrada Família,52,40495
2020,2,L'Eixample,6,la Sagrada Família,53,39737
2020,2,L'Eixample,6,la Sagrada Família,54,42679
2020,2,L'Eixample,7,la Dreta de l'Eixample,55,43044
2020,2,L'Eixample,7,la Dreta de l'Eixample,56,41667
2020,2,L'Eixample,7,la Dreta de l'Eixample,57,55309
2020,2,L'Eixample,7,la Dreta de l'Eixample,58,48935
2020,2,L'Eixample,7,la Dreta de l'Eixample,59,53266
2020,2,L'Eixample,7,la Dreta de l'Eixample,60,44889
2020,2,L'Eixample,7,la Dreta de l'Eixample,61,40597
2020,2,L'Eixample,7,la Dreta de l'Eixample,62,49847
2020,2,L'Eixample,7,la Dreta de l'Eixample,63,62776
2020,2,L'Eixample,7,la Dreta de l'Eixample,64,59181
2020,2,L'Eixample,7,la Dreta de l'Eixample,65,47388
2020,2,L'Eixample,7,la Dreta de l'Eixample,66,45492
2020,2,L'Eixample,7,la Dreta de l'Eixample,67,38949
2020,2,L'Eixample,7,la Dreta de l'Eixample,68,41735
2020,2,L'Eixample,7,la Dreta de l'Eixample,69,50122
2020,2,L'Eixample,7,la Dreta de l'Eixample,70,49500
2020,2,L'Eixample,7,la Dreta de l'Eixample,71,53168
2020,2,L'Eixample,7,la Dreta de l'Eixample,72,59328
2020,2,L'Eixample,7,la Dreta de l'Eixample,73,52931
2020,2,L'Eixample,7,la Dreta de l'Eixample,74,51701
2020,2,L'Eixample,7,la Dreta de l'Eixample,75,49652
2020,2,L'Eixample,7,la Dreta de l'Eixample,76,56840
2020,2,L'Eixample,7,la Dreta de l'Eixample,77,48641
2020,2,L'Eixample,7,la Dreta de l'Eixample,78,52294
2020,2,L'Eixample,7,la Dreta de l'Eixample,79,60158
2020,2,L'Eixample,7,la Dreta de l'Eixample,80,56010
2020,2,L'Eixample,7,la Dreta de l'Eixample,81,53417
2020,2,L'Eixample,7,la Dreta de l'Eixample,82,50722
2020,2,L'Eixample,7,la Dreta de l'Eixample,83,58382
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,45960
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,47096
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,55177
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,48127
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,50740
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,46056
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,43512
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,47023
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,41643
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,50166
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,94,46062
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,95,44801
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,96,40997
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,97,40249
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,98,42949
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,99,53739
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,100,44841
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,101,46136
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,102,52562
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,103,38369
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,104,49705
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,105,41579
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,106,48946
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,107,51074
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,108,56719
2020,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,109,55443
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,110,42455
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,111,43672
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,112,56933
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,113,55412
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,114,42559
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,115,40799
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,116,57570
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,117,45768
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,118,50996
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,119,47153
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,120,41917
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,121,41339
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,122,51371
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,123,40377
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,124,49855
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,125,45737
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,126,47822
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,127,38572
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,128,38821
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,129,45081
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,130,64047
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,131,41405
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,132,46477
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,133,44325
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,134,40022
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,135,36458
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,136,43320
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,137,38856
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,138,45017
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,139,38259
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,140,42232
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,141,41692
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,142,37012
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,143,42203
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,144,47733
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,145,44555
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,146,43608
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,147,40797
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,148,41647
2020,2,L'Eixample,9,la Nova Esquerra de l'Eixample,149,41771
2020,2,L'Eixample,10,Sant Antoni,150,39833
2020,2,L'Eixample,10,Sant Antoni,151,41179
2020,2,L'Eixample,10,Sant Antoni,152,46542
2020,2,L'Eixample,10,Sant Antoni,153,42399
2020,2,L'Eixample,10,Sant Antoni,154,36227
2020,2,L'Eixample,10,Sant Antoni,155,37688
2020,2,L'Eixample,10,Sant Antoni,156,39341
2020,2,L'Eixample,10,Sant Antoni,157,38630
2020,2,L'Eixample,10,Sant Antoni,158,41337
2020,2,L'Eixample,10,Sant Antoni,159,45789
2020,2,L'Eixample,10,Sant Antoni,160,43572
2020,2,L'Eixample,10,Sant Antoni,161,38714
2020,2,L'Eixample,10,Sant Antoni,162,36884
2020,2,L'Eixample,10,Sant Antoni,163,42578
2020,2,L'Eixample,10,Sant Antoni,164,40298
2020,2,L'Eixample,10,Sant Antoni,165,40450
2020,2,L'Eixample,10,Sant Antoni,166,37442
2020,2,L'Eixample,10,Sant Antoni,167,42427
2020,2,L'Eixample,10,Sant Antoni,168,37176
2020,2,L'Eixample,10,Sant Antoni,169,36150
2020,2,L'Eixample,10,Sant Antoni,170,37523
2020,2,L'Eixample,10,Sant Antoni,171,34836
2020,2,L'Eixample,10,Sant Antoni,172,35399
2020,2,L'Eixample,10,Sant Antoni,173,37183
2020,3,Sants-Montjuïc,11,el Poble Sec,1,33524
2020,3,Sants-Montjuïc,11,el Poble Sec,2,29391
2020,3,Sants-Montjuïc,11,el Poble Sec,3,28998
2020,3,Sants-Montjuïc,11,el Poble Sec,4,33896
2020,3,Sants-Montjuïc,11,el Poble Sec,5,28327
2020,3,Sants-Montjuïc,11,el Poble Sec,6,31084
2020,3,Sants-Montjuïc,11,el Poble Sec,7,31771
2020,3,Sants-Montjuïc,11,el Poble Sec,8,29288
2020,3,Sants-Montjuïc,11,el Poble Sec,9,33380
2020,3,Sants-Montjuïc,11,el Poble Sec,10,31460
2020,3,Sants-Montjuïc,11,el Poble Sec,11,25642
2020,3,Sants-Montjuïc,11,el Poble Sec,12,31030
2020,3,Sants-Montjuïc,11,el Poble Sec,13,28178
2020,3,Sants-Montjuïc,11,el Poble Sec,14,28216
2020,3,Sants-Montjuïc,11,el Poble Sec,15,29484
2020,3,Sants-Montjuïc,11,el Poble Sec,16,30120
2020,3,Sants-Montjuïc,11,el Poble Sec,17,28245
2020,3,Sants-Montjuïc,11,el Poble Sec,18,32862
2020,3,Sants-Montjuïc,11,el Poble Sec,19,30561
2020,3,Sants-Montjuïc,11,el Poble Sec,20,37030
2020,3,Sants-Montjuïc,11,el Poble Sec,21,35070
2020,3,Sants-Montjuïc,11,el Poble Sec,22,32532
2020,3,Sants-Montjuïc,11,el Poble Sec,23,30537
2020,3,Sants-Montjuïc,11,el Poble Sec,24,30548
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,26484
2020,3,Sants-Montjuïc,13,la Marina de Port,26,31991
2020,3,Sants-Montjuïc,13,la Marina de Port,27,32722
2020,3,Sants-Montjuïc,13,la Marina de Port,28,39171
2020,3,Sants-Montjuïc,13,la Marina de Port,29,31976
2020,3,Sants-Montjuïc,13,la Marina de Port,30,34244
2020,3,Sants-Montjuïc,13,la Marina de Port,31,32087
2020,3,Sants-Montjuïc,13,la Marina de Port,32,28412
2020,3,Sants-Montjuïc,13,la Marina de Port,33,26459
2020,3,Sants-Montjuïc,13,la Marina de Port,34,32812
2020,3,Sants-Montjuïc,13,la Marina de Port,35,36239
2020,3,Sants-Montjuïc,13,la Marina de Port,36,37650
2020,3,Sants-Montjuïc,13,la Marina de Port,37,37179
2020,3,Sants-Montjuïc,13,la Marina de Port,38,27424
2020,3,Sants-Montjuïc,13,la Marina de Port,39,25600
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,40,38561
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,41,36465
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,42,33557
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,43,38047
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,44,33389
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,45,34186
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,46,43935
2020,3,Sants-Montjuïc,15,Hostafrancs,47,32560
2020,3,Sants-Montjuïc,15,Hostafrancs,48,38641
2020,3,Sants-Montjuïc,15,Hostafrancs,49,37246
2020,3,Sants-Montjuïc,15,Hostafrancs,50,36185
2020,3,Sants-Montjuïc,15,Hostafrancs,51,32682
2020,3,Sants-Montjuïc,15,Hostafrancs,52,34142
2020,3,Sants-Montjuïc,15,Hostafrancs,53,32776
2020,3,Sants-Montjuïc,15,Hostafrancs,54,38712
2020,3,Sants-Montjuïc,15,Hostafrancs,55,35443
2020,3,Sants-Montjuïc,15,Hostafrancs,56,33207
2020,3,Sants-Montjuïc,16,la Bordeta,57,32972
2020,3,Sants-Montjuïc,16,la Bordeta,58,44948
2020,3,Sants-Montjuïc,16,la Bordeta,59,32944
2020,3,Sants-Montjuïc,16,la Bordeta,60,38966
2020,3,Sants-Montjuïc,16,la Bordeta,61,31365
2020,3,Sants-Montjuïc,16,la Bordeta,62,33420
2020,3,Sants-Montjuïc,16,la Bordeta,63,37011
2020,3,Sants-Montjuïc,16,la Bordeta,64,39325
2020,3,Sants-Montjuïc,16,la Bordeta,65,40948
2020,3,Sants-Montjuïc,16,la Bordeta,66,36739
2020,3,Sants-Montjuïc,16,la Bordeta,67,38479
2020,3,Sants-Montjuïc,16,la Bordeta,68,31328
2020,3,Sants-Montjuïc,16,la Bordeta,69,40424
2020,3,Sants-Montjuïc,17,Sants-Badal,70,32921
2020,3,Sants-Montjuïc,17,Sants-Badal,71,30498
2020,3,Sants-Montjuïc,17,Sants-Badal,72,32052
2020,3,Sants-Montjuïc,17,Sants-Badal,73,37716
2020,3,Sants-Montjuïc,17,Sants-Badal,74,35299
2020,3,Sants-Montjuïc,17,Sants-Badal,75,35412
2020,3,Sants-Montjuïc,17,Sants-Badal,76,32215
2020,3,Sants-Montjuïc,17,Sants-Badal,77,34427
2020,3,Sants-Montjuïc,17,Sants-Badal,78,33318
2020,3,Sants-Montjuïc,17,Sants-Badal,79,31199
2020,3,Sants-Montjuïc,17,Sants-Badal,80,35472
2020,3,Sants-Montjuïc,17,Sants-Badal,81,37388
2020,3,Sants-Montjuïc,17,Sants-Badal,82,40497
2020,3,Sants-Montjuïc,17,Sants-Badal,83,39727
2020,3,Sants-Montjuïc,17,Sants-Badal,84,39011
2020,3,Sants-Montjuïc,17,Sants-Badal,85,39038
2020,3,Sants-Montjuïc,18,Sants,86,46115
2020,3,Sants-Montjuïc,18,Sants,87,42960
2020,3,Sants-Montjuïc,18,Sants,88,37913
2020,3,Sants-Montjuïc,18,Sants,89,40418
2020,3,Sants-Montjuïc,18,Sants,90,47920
2020,3,Sants-Montjuïc,18,Sants,91,42520
2020,3,Sants-Montjuïc,18,Sants,92,39777
2020,3,Sants-Montjuïc,18,Sants,93,41452
2020,3,Sants-Montjuïc,18,Sants,94,39353
2020,3,Sants-Montjuïc,18,Sants,95,36280
2020,3,Sants-Montjuïc,18,Sants,96,36084
2020,3,Sants-Montjuïc,18,Sants,97,28256
2020,3,Sants-Montjuïc,18,Sants,98,33335
2020,3,Sants-Montjuïc,18,Sants,99,33448
2020,3,Sants-Montjuïc,18,Sants,100,35167
2020,3,Sants-Montjuïc,18,Sants,101,33649
2020,3,Sants-Montjuïc,18,Sants,102,35920
2020,3,Sants-Montjuïc,18,Sants,103,34534
2020,3,Sants-Montjuïc,18,Sants,104,34183
2020,3,Sants-Montjuïc,18,Sants,105,33397
2020,3,Sants-Montjuïc,18,Sants,106,35650
2020,3,Sants-Montjuïc,18,Sants,107,38984
2020,3,Sants-Montjuïc,18,Sants,108,37828
2020,3,Sants-Montjuïc,18,Sants,109,38131
2020,3,Sants-Montjuïc,18,Sants,110,38145
2020,3,Sants-Montjuïc,18,Sants,111,38322
2020,3,Sants-Montjuïc,18,Sants,112,44494
2020,3,Sants-Montjuïc,18,Sants,113,47674
2020,3,Sants-Montjuïc,18,Sants,114,45552
2020,3,Sants-Montjuïc,13,la Marina de Port,211,40162
2020,3,Sants-Montjuïc,13,la Marina de Port,212,32295
2020,3,Sants-Montjuïc,13,la Marina de Port,213,29751
2020,4,Les Corts,19,les Corts,1,44852
2020,4,Les Corts,19,les Corts,2,52677
2020,4,Les Corts,19,les Corts,3,46452
2020,4,Les Corts,19,les Corts,4,45539
2020,4,Les Corts,19,les Corts,5,43466
2020,4,Les Corts,19,les Corts,6,44955
2020,4,Les Corts,19,les Corts,7,37559
2020,4,Les Corts,19,les Corts,8,37708
2020,4,Les Corts,19,les Corts,9,43634
2020,4,Les Corts,19,les Corts,10,52896
2020,4,Les Corts,19,les Corts,11,53131
2020,4,Les Corts,19,les Corts,12,50083
2020,4,Les Corts,19,les Corts,13,52582
2020,4,Les Corts,19,les Corts,14,55138
2020,4,Les Corts,19,les Corts,15,49724
2020,4,Les Corts,19,les Corts,16,52635
2020,4,Les Corts,19,les Corts,17,48826
2020,4,Les Corts,19,les Corts,18,52348
2020,4,Les Corts,19,les Corts,19,66812
2020,4,Les Corts,19,les Corts,20,54383
2020,4,Les Corts,19,les Corts,21,59049
2020,4,Les Corts,19,les Corts,22,48675
2020,4,Les Corts,19,les Corts,23,84757
2020,4,Les Corts,19,les Corts,24,87063
2020,4,Les Corts,19,les Corts,25,44157
2020,4,Les Corts,19,les Corts,26,45783
2020,4,Les Corts,19,les Corts,27,49520
2020,4,Les Corts,19,les Corts,28,45442
2020,4,Les Corts,19,les Corts,29,57394
2020,4,Les Corts,19,les Corts,30,52211
2020,4,Les Corts,19,les Corts,31,44045
2020,4,Les Corts,19,les Corts,32,44280
2020,4,Les Corts,19,les Corts,33,44051
2020,4,Les Corts,19,les Corts,34,58358
2020,4,Les Corts,19,les Corts,35,50292
2020,4,Les Corts,20,la Maternitat i Sant Ramon,36,41688
2020,4,Les Corts,20,la Maternitat i Sant Ramon,37,46535
2020,4,Les Corts,20,la Maternitat i Sant Ramon,38,45789
2020,4,Les Corts,20,la Maternitat i Sant Ramon,39,40197
2020,4,Les Corts,20,la Maternitat i Sant Ramon,40,35040
2020,4,Les Corts,20,la Maternitat i Sant Ramon,41,36814
2020,4,Les Corts,20,la Maternitat i Sant Ramon,42,34882
2020,4,Les Corts,20,la Maternitat i Sant Ramon,43,54834
2020,4,Les Corts,20,la Maternitat i Sant Ramon,44,42849
2020,4,Les Corts,20,la Maternitat i Sant Ramon,45,40977
2020,4,Les Corts,20,la Maternitat i Sant Ramon,46,60804
2020,4,Les Corts,20,la Maternitat i Sant Ramon,47,53110
2020,4,Les Corts,20,la Maternitat i Sant Ramon,48,52658
2020,4,Les Corts,20,la Maternitat i Sant Ramon,49,71456
2020,4,Les Corts,21,Pedralbes,50,89731
2020,4,Les Corts,21,Pedralbes,51,55663
2020,4,Les Corts,21,Pedralbes,52,89731
2020,4,Les Corts,21,Pedralbes,53,54646
2020,4,Les Corts,21,Pedralbes,54,69914
2020,4,Les Corts,21,Pedralbes,55,89731
2020,4,Les Corts,21,Pedralbes,56,89731
2020,4,Les Corts,20,la Maternitat i Sant Ramon,84,54872
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,42954
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,66661
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,62078
2020,5,Sarrià-Sant Gervasi,23,Sarrià,4,89731
2020,5,Sarrià-Sant Gervasi,23,Sarrià,5,66937
2020,5,Sarrià-Sant Gervasi,23,Sarrià,6,89731
2020,5,Sarrià-Sant Gervasi,23,Sarrià,7,68599
2020,5,Sarrià-Sant Gervasi,23,Sarrià,8,86308
2020,5,Sarrià-Sant Gervasi,23,Sarrià,9,60005
2020,5,Sarrià-Sant Gervasi,23,Sarrià,10,58967
2020,5,Sarrià-Sant Gervasi,23,Sarrià,11,60061
2020,5,Sarrià-Sant Gervasi,23,Sarrià,12,51290
2020,5,Sarrià-Sant Gervasi,23,Sarrià,13,59988
2020,5,Sarrià-Sant Gervasi,23,Sarrià,14,68731
2020,5,Sarrià-Sant Gervasi,23,Sarrià,15,62215
2020,5,Sarrià-Sant Gervasi,23,Sarrià,16,51486
2020,5,Sarrià-Sant Gervasi,23,Sarrià,17,89731
2020,5,Sarrià-Sant Gervasi,23,Sarrià,18,58717
2020,5,Sarrià-Sant Gervasi,23,Sarrià,19,80709
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,65783
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,88360
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,87977
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,52387
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,89569
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,89731
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,89731
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,89731
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,89731
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,89731
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,89731
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,31,89731
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,32,89731
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,33,82178
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,34,60189
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,35,89731
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,36,81725
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,37,58830
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,38,50940
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,39,77308
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,40,46523
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,41,54808
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,42,56543
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,43,55022
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,44,54159
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,45,74391
